Source,Target,Type,Relation,Weight,Year,Project,Level1,Level2
P::智慧农业,L2::农艺与种业,Undirected,培养项目-二级学科,149,overall,智慧农业,,农艺与种业
P::智慧土木水利,L2::土木工程,Undirected,培养项目-二级学科,191,overall,智慧土木水利,,土木工程
P::智慧土木水利,L2::土木水利（建工学院）,Undirected,培养项目-二级学科,95,overall,智慧土木水利,,土木水利（建工学院）
P::智慧土木水利,L2::市政工程（含给排水等）,Undirected,培养项目-二级学科,28,overall,智慧土木水利,,市政工程（含给排水等）
P::智慧土木水利,L2::水利工程,Undirected,培养项目-二级学科,13,overall,智慧土木水利,,水利工程
P::智慧工业元宇宙,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,5,overall,智慧工业元宇宙,,新一代电子信息技术（含量子技术等）
P::智慧工业元宇宙,L2::电子信息（信电学院）,Undirected,培养项目-二级学科,50,overall,智慧工业元宇宙,,电子信息（信电学院）
P::智慧建筑与低碳城市,L2::建筑,Undirected,培养项目-二级学科,110,overall,智慧建筑与低碳城市,,建筑
P::智慧环境,L2::材料工程,Undirected,培养项目-二级学科,3,overall,智慧环境,,材料工程
P::智慧环境,L2::环境工程,Undirected,培养项目-二级学科,15,overall,智慧环境,,环境工程
P::智慧环境,L2::食品工程,Undirected,培养项目-二级学科,2,overall,智慧环境,,食品工程
P::智慧能源,L2::人工智能,Undirected,培养项目-二级学科,1,overall,智慧能源,,人工智能
P::智慧能源,L2::储能技术,Undirected,培养项目-二级学科,2,overall,智慧能源,,储能技术
P::智慧能源,L2::动力工程,Undirected,培养项目-二级学科,31,overall,智慧能源,,动力工程
P::智慧能源,L2::化学工程,Undirected,培养项目-二级学科,3,overall,智慧能源,,化学工程
P::智慧能源,L2::地质工程,Undirected,培养项目-二级学科,2,overall,智慧能源,,地质工程
P::智慧能源,L2::控制工程,Undirected,培养项目-二级学科,7,overall,智慧能源,,控制工程
P::智慧能源,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,8,overall,智慧能源,,新一代电子信息技术（含量子技术等）
P::智慧能源,L2::机械工程,Undirected,培养项目-二级学科,3,overall,智慧能源,,机械工程
P::智慧能源,L2::材料工程,Undirected,培养项目-二级学科,1,overall,智慧能源,,材料工程
P::智慧能源,L2::海洋工程,Undirected,培养项目-二级学科,2,overall,智慧能源,,海洋工程
P::智慧能源,L2::清洁能源技术,Undirected,培养项目-二级学科,9,overall,智慧能源,,清洁能源技术
P::智慧能源,L2::电气工程,Undirected,培养项目-二级学科,30,overall,智慧能源,,电气工程
P::智慧能源,L2::集成电路工程,Undirected,培养项目-二级学科,2,overall,智慧能源,,集成电路工程
P::智能信息感知与控制,L2::光电信息工程,Undirected,培养项目-二级学科,29,overall,智能信息感知与控制,,光电信息工程
P::智能信息感知与控制,L2::控制工程,Undirected,培养项目-二级学科,16,overall,智能信息感知与控制,,控制工程
P::智能信息感知与控制,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,26,overall,智能信息感知与控制,,新一代电子信息技术（含量子技术等）
P::智能催化与绿色合成,L2::材料与化工（化学系）,Undirected,培养项目-二级学科,20,overall,智能催化与绿色合成,,材料与化工（化学系）
P::智能催化与绿色合成,L2::生物与医药（化学系）,Undirected,培养项目-二级学科,10,overall,智能催化与绿色合成,,生物与医药（化学系）
P::智能农业工程与食品先进制造,L2::农机装备工程,Undirected,培养项目-二级学科,52,overall,智能农业工程与食品先进制造,,农机装备工程
P::智能农业工程与食品先进制造,L2::食品工程,Undirected,培养项目-二级学科,81,overall,智能农业工程与食品先进制造,,食品工程
P::智能化软件工程,L2::人工智能,Undirected,培养项目-二级学科,19,overall,智能化软件工程,,人工智能
P::智能化软件工程,L2::电子信息（软件学院）,Undirected,培养项目-二级学科,1,overall,智能化软件工程,,电子信息（软件学院）
P::智能化软件工程,L2::软件工程,Undirected,培养项目-二级学科,46,overall,智能化软件工程,,软件工程
P::智能医疗技术及仪器工程,L2::电子信息（生仪学院）,Undirected,培养项目-二级学科,22,overall,智能医疗技术及仪器工程,,电子信息（生仪学院）
P::智能医药工程,L2::生物与医药（化工学院）,Undirected,培养项目-二级学科,10,overall,智能医药工程,,生物与医药（化工学院）
P::智能工业心理,L2::应用心理,Undirected,培养项目-二级学科,12,overall,智能工业心理,,应用心理
P::智能感知与检测,L2::电子信息（控制学院）,Undirected,培养项目-二级学科,22,overall,智能感知与检测,,电子信息（控制学院）
P::智能控制与先进技术,L2::电子信息（控制学院）,Undirected,培养项目-二级学科,30,overall,智能控制与先进技术,,电子信息（控制学院）
P::智能机器人一体化关节伺服电机系统,L2::电气工程,Undirected,培养项目-二级学科,5,overall,智能机器人一体化关节伺服电机系统,,电气工程
P::智能机器人与无人系统,L2::电子信息（控制学院）,Undirected,培养项目-二级学科,38,overall,智能机器人与无人系统,,电子信息（控制学院）
P::智能机器人技术与工程,L2::动力工程,Undirected,培养项目-二级学科,1,overall,智能机器人技术与工程,,动力工程
P::智能机器人技术与工程,L2::控制工程,Undirected,培养项目-二级学科,3,overall,智能机器人技术与工程,,控制工程
P::智能机器人技术与工程,L2::机械工程,Undirected,培养项目-二级学科,5,overall,智能机器人技术与工程,,机械工程
P::智能机器人技术与工程,L2::电气工程,Undirected,培养项目-二级学科,3,overall,智能机器人技术与工程,,电气工程
P::智能机器人技术与工程,L2::计算机技术,Undirected,培养项目-二级学科,3,overall,智能机器人技术与工程,,计算机技术
P::智能海洋土木工程,L2::土木水利（海洋学院）,Undirected,培养项目-二级学科,17,overall,智能海洋土木工程,,土木水利（海洋学院）
P::智能组织心理与行为,L2::应用心理,Undirected,培养项目-二级学科,45,overall,智能组织心理与行为,,应用心理
P::智能网联交通,L2::交通运输,Undirected,培养项目-二级学科,25,overall,智能网联交通,,交通运输
P::智能网联新能源运载工具,L2::能源动力（能源学院）,Undirected,培养项目-二级学科,14,overall,智能网联新能源运载工具,,能源动力（能源学院）
P::智能药学,L2::药学,Undirected,培养项目-二级学科,26,overall,智能药学,,药学
P::智能装备创新设计,L2::光电信息工程,Undirected,培养项目-二级学科,10,overall,智能装备创新设计,,光电信息工程
P::智能装备创新设计,L2::动力工程,Undirected,培养项目-二级学科,7,overall,智能装备创新设计,,动力工程
P::智能装备创新设计,L2::控制工程,Undirected,培养项目-二级学科,2,overall,智能装备创新设计,,控制工程
P::智能装备创新设计,L2::机械工程,Undirected,培养项目-二级学科,11,overall,智能装备创新设计,,机械工程
P::智能装备创新设计,L2::材料工程,Undirected,培养项目-二级学科,7,overall,智能装备创新设计,,材料工程
P::智能装备创新设计,L2::电气工程,Undirected,培养项目-二级学科,4,overall,智能装备创新设计,,电气工程
P::未来健康,L2::药学,Undirected,培养项目-二级学科,47,overall,未来健康,,药学
P::未来食品,L2::食品工程,Undirected,培养项目-二级学科,18,overall,未来食品,,食品工程
P::机器人与智能制造工程,L2::控制工程,Undirected,培养项目-二级学科,8,overall,机器人与智能制造工程,,控制工程
P::机器人与智能制造工程,L2::机械工程,Undirected,培养项目-二级学科,12,overall,机器人与智能制造工程,,机械工程
P::机器人伺服电机系统,L2::电气工程,Undirected,培养项目-二级学科,5,overall,机器人伺服电机系统,,电气工程
P::机械（海洋）,L2::机械（海洋学院）,Undirected,培养项目-二级学科,54,overall,机械（海洋）,,机械（海洋学院）
P::核科学与技术,L2::动力工程,Undirected,培养项目-二级学科,4,overall,核科学与技术,,动力工程
P::核科学与技术,L2::控制工程,Undirected,培养项目-二级学科,1,overall,核科学与技术,,控制工程
P::核科学与技术,L2::机械工程,Undirected,培养项目-二级学科,1,overall,核科学与技术,,机械工程
P::氢能、储能与动力过程节能,L2::能源动力（能源学院）,Undirected,培养项目-二级学科,95,overall,氢能、储能与动力过程节能,,能源动力（能源学院）
P::氢能科学与工程,L2::动力工程,Undirected,培养项目-二级学科,15,overall,氢能科学与工程,,动力工程
P::氢能科学与工程,L2::化学工程,Undirected,培养项目-二级学科,9,overall,氢能科学与工程,,化学工程
P::氢能科学与工程,L2::机械工程,Undirected,培养项目-二级学科,5,overall,氢能科学与工程,,机械工程
P::氢能科学与工程,L2::材料工程,Undirected,培养项目-二级学科,5,overall,氢能科学与工程,,材料工程
P::氢能科学与工程,L2::电气工程,Undirected,培养项目-二级学科,6,overall,氢能科学与工程,,电气工程
P::汽车工程及其智能化,L2::光电信息工程,Undirected,培养项目-二级学科,4,overall,汽车工程及其智能化,,光电信息工程
P::汽车工程及其智能化,L2::动力工程,Undirected,培养项目-二级学科,12,overall,汽车工程及其智能化,,动力工程
P::汽车工程及其智能化,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,12,overall,汽车工程及其智能化,,新一代电子信息技术（含量子技术等）
P::汽车工程及其智能化,L2::电气工程,Undirected,培养项目-二级学科,12,overall,汽车工程及其智能化,,电气工程
P::流程工业智能自动化,L2::控制工程,Undirected,培养项目-二级学科,2,overall,流程工业智能自动化,,控制工程
P::流程工业智能自动化,L2::电子信息（控制学院）,Undirected,培养项目-二级学科,93,overall,流程工业智能自动化,,电子信息（控制学院）
P::海南研究院,L2::电气工程,Undirected,培养项目-二级学科,5,overall,海南研究院,,电气工程
P::海南研究院,L2::计算机技术,Undirected,培养项目-二级学科,2,overall,海南研究院,,计算机技术
P::海洋智能机器人组网、运维与应用,L2::机械（海洋学院）,Undirected,培养项目-二级学科,2,overall,海洋智能机器人组网、运维与应用,,机械（海洋学院）
P::海洋智能机器人组网、运维与应用,L2::电子信息（海洋学院）,Undirected,培养项目-二级学科,12,overall,海洋智能机器人组网、运维与应用,,电子信息（海洋学院）
P::海洋智能装备与无人系统,L2::机械（海洋学院）,Undirected,培养项目-二级学科,23,overall,海洋智能装备与无人系统,,机械（海洋学院）
P::海洋生物资源利用,L2::生物与医药（海洋学院）,Undirected,培养项目-二级学科,4,overall,海洋生物资源利用,,生物与医药（海洋学院）
P::海洋电子与智能信息处理,L2::电子信息（海洋学院）,Undirected,培养项目-二级学科,23,overall,海洋电子与智能信息处理,,电子信息（海洋学院）
P::海洋碳增汇过程与技术,L2::资源与环境（海洋学院）,Undirected,培养项目-二级学科,7,overall,海洋碳增汇过程与技术,,资源与环境（海洋学院）
P::海洋风电工程,L2::土木水利（海洋学院）,Undirected,培养项目-二级学科,5,overall,海洋风电工程,,土木水利（海洋学院）
P::海洋风电工程,L2::机械（海洋学院）,Undirected,培养项目-二级学科,5,overall,海洋风电工程,,机械（海洋学院）
P::海洋风电工程,L2::电子信息（海洋学院）,Undirected,培养项目-二级学科,1,overall,海洋风电工程,,电子信息（海洋学院）
P::涉外法治,L2::法律（非法学）,Undirected,培养项目-二级学科,19,overall,涉外法治,,法律（非法学）
P::片上光学系统及仪器,L2::电子信息（光电学院）,Undirected,培养项目-二级学科,50,overall,片上光学系统及仪器,,电子信息（光电学院）
P::特种智能机器人,L2::控制工程,Undirected,培养项目-二级学科,4,overall,特种智能机器人,,控制工程
P::特种智能机器人,L2::电子信息（控制学院）,Undirected,培养项目-二级学科,69,overall,特种智能机器人,,电子信息（控制学院）
P::特色畜禽品种产业提升,L2::畜牧,Undirected,培养项目-二级学科,13,overall,特色畜禽品种产业提升,,畜牧
P::生态环境协同治理,L2::资源与环境（环资学院）,Undirected,培养项目-二级学科,132,overall,生态环境协同治理,,资源与环境（环资学院）
P::生成式智能设计与数字创意工程,L2::工业设计工程,Undirected,培养项目-二级学科,7,overall,生成式智能设计与数字创意工程,,工业设计工程
P::生成式智能设计与数字创意工程,L2::计算机技术,Undirected,培养项目-二级学科,7,overall,生成式智能设计与数字创意工程,,计算机技术
P::生物与医药（海洋）,L2::生物与医药（海洋学院）,Undirected,培养项目-二级学科,8,overall,生物与医药（海洋）,,生物与医药（海洋学院）
P::生物医药及高端医疗设备,L2::仪器仪表工程,Undirected,培养项目-二级学科,1,overall,生物医药及高端医疗设备,,仪器仪表工程
P::生物医药及高端医疗设备,L2::生物医学工程,Undirected,培养项目-二级学科,2,overall,生物医药及高端医疗设备,,生物医学工程
P::生物安全,L2::兽医,Undirected,培养项目-二级学科,22,overall,生物安全,,兽医
P::生物材料与医疗器械,L2::材料与化工（高分子系）,Undirected,培养项目-二级学科,15,overall,生物材料与医疗器械,,材料与化工（高分子系）
P::生物育种,L2::农艺与种业,Undirected,培养项目-二级学科,5,overall,生物育种,,农艺与种业
P::生物育种,L2::资源利用与植物保护,Undirected,培养项目-二级学科,3,overall,生物育种,,资源利用与植物保护
P::电力关键基础设施安全,L2::电气工程,Undirected,培养项目-二级学科,20,overall,电力关键基础设施安全,,电气工程
P::电子信息（海洋）,L2::人工智能,Undirected,培养项目-二级学科,1,overall,电子信息（海洋）,,人工智能
P::电子信息（海洋）,L2::电子信息（海洋学院）,Undirected,培养项目-二级学科,49,overall,电子信息（海洋）,,电子信息（海洋学院）
P::电气信息与智联网技术,L2::电气工程,Undirected,培养项目-二级学科,34,overall,电气信息与智联网技术,,电气工程
P::电气化运载装备与系统,L2::电气工程,Undirected,培养项目-二级学科,20,overall,电气化运载装备与系统,,电气工程
P::石窟文化,L2::博物馆,Undirected,培养项目-二级学科,17,overall,石窟文化,,博物馆
P::石窟文化,L2::美术与书法,Undirected,培养项目-二级学科,1,overall,石窟文化,,美术与书法
P::碳中和城市建设与生物质工程材料,L2::土木工程,Undirected,培养项目-二级学科,12,overall,碳中和城市建设与生物质工程材料,,土木工程
P::碳中和城市建设与生物质工程材料,L2::土木水利（国际联合学院）,Undirected,培养项目-二级学科,10,overall,碳中和城市建设与生物质工程材料,,土木水利（国际联合学院）
P::社会工作与社会政策,L2::社会工作,Undirected,培养项目-二级学科,8,overall,社会工作与社会政策,,社会工作
P::科学试验用仪器设备,L2::机械工程,Undirected,培养项目-二级学科,1,overall,科学试验用仪器设备,,机械工程
P::科技教育,L2::科学与技术教育,Undirected,培养项目-二级学科,64,overall,科技教育,,科学与技术教育
P::移动智慧物联网,L2::控制工程,Undirected,培养项目-二级学科,2,overall,移动智慧物联网,,控制工程
P::移动智慧物联网,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,26,overall,移动智慧物联网,,新一代电子信息技术（含量子技术等）
P::移动智慧物联网,L2::计算机技术,Undirected,培养项目-二级学科,14,overall,移动智慧物联网,,计算机技术
P::空天会聚工程,L2::机械（航空航天学院）,Undirected,培养项目-二级学科,85,overall,空天会聚工程,,机械（航空航天学院）
P::空天会聚工程,L2::电子信息（航空航天学院）,Undirected,培养项目-二级学科,76,overall,空天会聚工程,,电子信息（航空航天学院）
P::空天地海一体化韧性安全城市,L2::人工智能,Undirected,培养项目-二级学科,11,overall,空天地海一体化韧性安全城市,,人工智能
P::空天地海一体化韧性安全城市,L2::软件工程,Undirected,培养项目-二级学科,32,overall,空天地海一体化韧性安全城市,,软件工程
P::精密光学检测传感及智能光学成像技术与系统,L2::电子信息（光电学院）,Undirected,培养项目-二级学科,26,overall,精密光学检测传感及智能光学成像技术与系统,,电子信息（光电学院）
P::纪检监察,L2::法律（法学）,Undirected,培养项目-二级学科,14,overall,纪检监察,,法律（法学）
P::纪检监察,L2::法律（非法学）,Undirected,培养项目-二级学科,15,overall,纪检监察,,法律（非法学）
P::绿色养殖,L2::畜牧,Undirected,培养项目-二级学科,62,overall,绿色养殖,,畜牧
P::绿色化工与生物医药先进制造,L2::材料与化工（化工学院）,Undirected,培养项目-二级学科,189,overall,绿色化工与生物医药先进制造,,材料与化工（化工学院）
P::绿色化工与生物医药先进制造,L2::生物与医药（化工学院）,Undirected,培养项目-二级学科,53,overall,绿色化工与生物医药先进制造,,生物与医药（化工学院）
P::绿色石化、新材料与低碳技术,L2::动力工程,Undirected,培养项目-二级学科,10,overall,绿色石化、新材料与低碳技术,,动力工程
P::绿色石化、新材料与低碳技术,L2::化学工程,Undirected,培养项目-二级学科,5,overall,绿色石化、新材料与低碳技术,,化学工程
P::绿色石化、新材料与低碳技术,L2::材料工程,Undirected,培养项目-二级学科,20,overall,绿色石化、新材料与低碳技术,,材料工程
P::绿色能源材料与低碳技术,L2::动力工程,Undirected,培养项目-二级学科,12,overall,绿色能源材料与低碳技术,,动力工程
P::绿色能源材料与低碳技术,L2::材料工程,Undirected,培养项目-二级学科,13,overall,绿色能源材料与低碳技术,,材料工程
P::网络安全,L2::网络与信息安全,Undirected,培养项目-二级学科,4,overall,网络安全,,网络与信息安全
P::聚合物先进制造与高值循环,L2::材料与化工（化工学院）,Undirected,培养项目-二级学科,23,overall,聚合物先进制造与高值循环,,材料与化工（化工学院）
P::聚合物先进制造与高值循环,L2::生物与医药（化工学院）,Undirected,培养项目-二级学科,2,overall,聚合物先进制造与高值循环,,生物与医药（化工学院）
P::航天电子信息处理系统,L2::电子信息（信电学院）,Undirected,培养项目-二级学科,40,overall,航天电子信息处理系统,,电子信息（信电学院）
P::船舶与海洋工程,L2::动力工程,Undirected,培养项目-二级学科,1,overall,船舶与海洋工程,,动力工程
P::船舶与海洋工程,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,4,overall,船舶与海洋工程,,新一代电子信息技术（含量子技术等）
P::船舶与海洋工程,L2::机械工程,Undirected,培养项目-二级学科,4,overall,船舶与海洋工程,,机械工程
P::船舶与海洋工程,L2::机械（工程师学院）,Undirected,培养项目-二级学科,2,overall,船舶与海洋工程,,机械（工程师学院）
P::船舶与海洋工程,L2::海洋工程,Undirected,培养项目-二级学科,5,overall,船舶与海洋工程,,海洋工程
P::船舶与海洋工程,L2::环境工程,Undirected,培养项目-二级学科,1,overall,船舶与海洋工程,,环境工程
P::船舶与海洋工程,L2::电气工程,Undirected,培养项目-二级学科,1,overall,船舶与海洋工程,,电气工程
P::莫航联培,L2::机械（航空航天学院）,Undirected,培养项目-二级学科,8,overall,莫航联培,,机械（航空航天学院）
P::计量社会政策,L2::社会工作,Undirected,培养项目-二级学科,32,overall,计量社会政策,,社会工作
P::资产管理,L2::金融,Undirected,培养项目-二级学科,23,overall,资产管理,,金融
P::资源与环境（海洋）,L2::资源与环境（海洋学院）,Undirected,培养项目-二级学科,18,overall,资源与环境（海洋）,,资源与环境（海洋学院）
P::转化药学,L2::药学,Undirected,培养项目-二级学科,115,overall,转化药学,,药学
P::重庆研究院,L2::计算机技术,Undirected,培养项目-二级学科,2,overall,重庆研究院,,计算机技术
P::金融基础软件,L2::人工智能,Undirected,培养项目-二级学科,26,overall,金融基础软件,,人工智能
P::金融基础软件,L2::电子信息（软件学院）,Undirected,培养项目-二级学科,1,overall,金融基础软件,,电子信息（软件学院）
P::金融基础软件,L2::软件工程,Undirected,培养项目-二级学科,86,overall,金融基础软件,,软件工程
P::长三角智慧绿洲未来设计,L2::工业设计工程,Undirected,培养项目-二级学科,22,overall,长三角智慧绿洲未来设计,,工业设计工程
P::集成电路专项,L2::机械（集成电路学院）,Undirected,培养项目-二级学科,10,overall,集成电路专项,,机械（集成电路学院）
P::集成电路专项,L2::电子信息（集成电路学院）,Undirected,培养项目-二级学科,49,overall,集成电路专项,,电子信息（集成电路学院）
P::集成电路专项,L2::电气工程,Undirected,培养项目-二级学科,11,overall,集成电路专项,,电气工程
P::集成电路高端制造装备及其核心基础件,L2::机械（机械学院）,Undirected,培养项目-二级学科,35,overall,集成电路高端制造装备及其核心基础件,,机械（机械学院）
P::面向交通智能的嵌入式AI关键技术与平台,L2::人工智能,Undirected,培养项目-二级学科,7,overall,面向交通智能的嵌入式AI关键技术与平台,,人工智能
P::面向交通智能的嵌入式AI关键技术与平台,L2::机械（软件学院）,Undirected,培养项目-二级学科,1,overall,面向交通智能的嵌入式AI关键技术与平台,,机械（软件学院）
P::面向交通智能的嵌入式AI关键技术与平台,L2::软件工程,Undirected,培养项目-二级学科,33,overall,面向交通智能的嵌入式AI关键技术与平台,,软件工程
P::面向工业智能的机器学习关键技术与平台,L2::人工智能,Undirected,培养项目-二级学科,60,overall,面向工业智能的机器学习关键技术与平台,,人工智能
P::面向工业智能的机器学习关键技术与平台,L2::电子信息（软件学院）,Undirected,培养项目-二级学科,1,overall,面向工业智能的机器学习关键技术与平台,,电子信息（软件学院）
P::面向工业智能的机器学习关键技术与平台,L2::软件工程,Undirected,培养项目-二级学科,86,overall,面向工业智能的机器学习关键技术与平台,,软件工程
P::面向生命健康的高性能科学仪器和智能医疗设备,L2::电子信息（生仪学院）,Undirected,培养项目-二级学科,30,overall,面向生命健康的高性能科学仪器和智能医疗设备,,电子信息（生仪学院）
P::风光储功率变换装备和系统,L2::电气工程,Undirected,培养项目-二级学科,29,overall,风光储功率变换装备和系统,,电气工程
P::飞航智能技术与装备,L2::控制工程,Undirected,培养项目-二级学科,22,overall,飞航智能技术与装备,,控制工程
P::食品与发酵工程,L2::食品工程,Undirected,培养项目-二级学科,41,overall,食品与发酵工程,,食品工程
P::高性能聚烯烃材料,L2::材料与化工（化工学院）,Undirected,培养项目-二级学科,15,overall,高性能聚烯烃材料,,材料与化工（化工学院）
P::高性能聚烯烃材料,L2::材料与化工（材料学院）,Undirected,培养项目-二级学科,15,overall,高性能聚烯烃材料,,材料与化工（材料学院）
P::高效能电机系统及智能控制,L2::电气工程,Undirected,培养项目-二级学科,15,overall,高效能电机系统及智能控制,,电气工程
P::高新材料化学,L2::材料与化工（化学系）,Undirected,培养项目-二级学科,17,overall,高新材料化学,,材料与化工（化学系）
P::高新材料化学,L2::生物与医药（化学系）,Undirected,培养项目-二级学科,5,overall,高新材料化学,,生物与医药（化学系）
P::高端化学品先进制造,L2::制药工程,Undirected,培养项目-二级学科,7,overall,高端化学品先进制造,,制药工程
P::高端化学品先进制造,L2::化学工程,Undirected,培养项目-二级学科,83,overall,高端化学品先进制造,,化学工程
P::高端化学品智能设计与先进制造,L2::材料与化工（化工学院）,Undirected,培养项目-二级学科,14,overall,高端化学品智能设计与先进制造,,材料与化工（化工学院）
P::高端化学品智能设计与先进制造,L2::生物与医药（化工学院）,Undirected,培养项目-二级学科,6,overall,高端化学品智能设计与先进制造,,生物与医药（化工学院）
P::高端化学试剂与精细化学品,L2::材料与化工（化学系）,Undirected,培养项目-二级学科,2,overall,高端化学试剂与精细化学品,,材料与化工（化学系）
P::高端化学试剂与精细化学品,L2::生物与医药（化学系）,Undirected,培养项目-二级学科,2,overall,高端化学试剂与精细化学品,,生物与医药（化学系）
P::高端智能医疗装备,L2::电子信息（生仪学院）,Undirected,培养项目-二级学科,25,overall,高端智能医疗装备,,电子信息（生仪学院）
P::高端智能机电液装备,L2::机械（机械学院）,Undirected,培养项目-二级学科,28,overall,高端智能机电液装备,,机械（机械学院）
P::高端机电液装备,L2::机械（机械学院）,Undirected,培养项目-二级学科,54,overall,高端机电液装备,,机械（机械学院）
P::高端测试仪器与医疗装备,L2::电子信息（生仪学院）,Undirected,培养项目-二级学科,42,overall,高端测试仪器与医疗装备,,电子信息（生仪学院）
P::高端聚烯烃材料分子设计与智造,L2::化学工程,Undirected,培养项目-二级学科,43,overall,高端聚烯烃材料分子设计与智造,,化学工程
P::高端聚烯烃材料分子设计与智造,L2::材料工程,Undirected,培养项目-二级学科,5,overall,高端聚烯烃材料分子设计与智造,,材料工程
P::高端聚烯烃材料分子设计与高值化产品开发,L2::材料与化工（化工学院）,Undirected,培养项目-二级学科,10,overall,高端聚烯烃材料分子设计与高值化产品开发,,材料与化工（化工学院）
P::高端装备、智能制造与创新设计,L2::工业设计工程,Undirected,培养项目-二级学科,12,overall,高端装备、智能制造与创新设计,,工业设计工程
P::高端装备、智能制造与创新设计,L2::机械工程,Undirected,培养项目-二级学科,28,overall,高端装备、智能制造与创新设计,,机械工程
P::高端装备、智能制造与创新设计,L2::食品工程,Undirected,培养项目-二级学科,22,overall,高端装备、智能制造与创新设计,,食品工程
P::高端装备与安全,L2::电子信息（控制学院）,Undirected,培养项目-二级学科,28,overall,高端装备与安全,,电子信息（控制学院）
P::高端装备电机系统及智能控制,L2::电气工程,Undirected,培养项目-二级学科,69,overall,高端装备电机系统及智能控制,,电气工程
P::高端集成电路芯片设计与制造,L2::电子信息（集成电路学院）,Undirected,培养项目-二级学科,158,overall,高端集成电路芯片设计与制造,,电子信息（集成电路学院）
P::高端集成电路芯片设计与制造,L2::集成电路工程,Undirected,培养项目-二级学科,17,overall,高端集成电路芯片设计与制造,,集成电路工程
P::高能电磁攻防装备与系统,L2::电气工程,Undirected,培养项目-二级学科,20,overall,高能电磁攻防装备与系统,,电气工程
